32,0 1388,0 516,0 113,0 32,803738317756675
51,0 882,0 660,0 66,0 24,999993515711093
99,0 434,0 397,0 2,0 35,000000059850876
6,0 864,0 772,0 34,0 34,99998918630587
7,0 1079,0 347,0 44,0 51,7006823260191
130,0 1075,0 662,0 86,0 24,999999999999908
91,0 390,0 178,0 105,0 53,31330661322691
73,0 1384,0 576,0 57,0 29,647108763122297
9,0 1386,0 233,0 111,0 52,41550853028212
72,0 815,0 259,0 125,0 48,65382677059754
67,0 844,0 592,0 62,0 26,95039073026086
122,0 467,0 432,0 48,0 34,99998530255556
58,0 1392,0 589,0 54,0 27,27771629791029
138,0 334,0 107,0 125,0 53,244477764587856
4,0 650,0 384,0 28,0 51,17533135509436
62,0 530,0 363,0 3,0 35,000010755128265
-16,0 710,0 650,0 4,0 53,31330661322691
20,0 1485,0 565,0 112,0 35,000000060778255
40,0 38,0 208,0 68,0 53,02208299761699
65,0 688,0 567,0 100,0 28,31908780036955
127,0 283,0 380,0 41,0 24,999985824236415
23,0 982,0 715,0 24,0 34,999997480637234
97,0 971,0 684,0 99,0 25,000000723804217
122,0 1454,0 81,0 111,0 52,7855673222394
95,0 1019,0 268,0 27,0 51,249827099705335
138,0 83,0 576,0 36,0 18,54951469127355
29,0 823,0 404,0 54,0 45,25898892415793
99,0 1442,0 671,0 110,0 24,999999999999908
114,0 1447,0 7,0 77,0 50,27363869484505
135,0 327,0 547,0 84,0 18,277105807092305
17,0 1176,0 452,0 7,0 53,25434822242512
117,0 725,0 100,0 107,0 53,15702327058709
0,0 850,0 179,0 76,0 53,31330661322691
40,0 830,0 50,0 0,0 51,885223244116915
52,0 113,0 709,0 32,0 12,618893303474675
-13,0 706,0 454,0 18,0 53,31330661322691
123,0 1023,0 159,0 91,0 53,31330661322691
139,0 270,0 696,0 66,0 6,715192165947122
112,0 796,0 139,0 44,0 53,31330661322691
119,0 1177,0 257,0 116,0 49,364146811093185
41,0 1049,0 377,0 48,0 51,45858216030942
96,0 914,0 468,0 76,0 34,999999999999694
125,0 575,0 91,0 48,0 53,00287113471245
137,0 363,0 347,0 4,0 32,99039104724495
35,0 999,0 560,0 71,0 28,787255819644056
45,0 819,0 278,0 21,0 50,87075637732927
124,0 455,0 183,0 63,0 53,30970645792609
-3,0 1181,0 320,0 109,0 40,58615423061547
70,0 1336,0 75,0 42,0 52,6354612817234
44,0 75,0 125,0 92,0 53,31330661322691
62,0 486,0 614,0 61,0 17,966159976350767
127,0 1085,0 531,0 112,0 31,008115925979528
104,0 419,0 627,0 7,0 25,000009665349157
93,0 1056,0 141,0 71,0 53,31330661322691
39,0 981,0 81,0 119,0 52,7855673222394
64,0 1490,0 53,0 92,0 51,98427932570578
91,0 991,0 617,0 12,0 24,999999506417474
117,0 1166,0 800,0 2,0 24,999999999999908
45,0 1474,0 561,0 127,0 28,063611837174733
71,0 871,0 530,0 132,0 28,834196891191876
41,0 1009,0 671,0 33,0 24,999997520317322
46,0 970,0 81,0 13,0 52,7855673222394
32,0 1070,0 731,0 16,0 25,0000081781803
124,0 510,0 781,0 90,0 5,000100000000006
28,0 39,0 508,0 74,0 22,029808172789046
40,0 1389,0 350,0 106,0 34,99999999999976
-6,0 469,0 430,0 114,0 52,555490336435945
74,0 773,0 727,0 33,0 24,99999162172662
55,0 1323,0 382,0 9,0 52,74197456993325
70,0 397,0 578,0 43,0 27,495485779701877
-12,0 181,0 566,0 104,0 53,31330661322691
63,0 1469,0 214,0 62,0 52,89972309529967
59,0 1190,0 446,0 55,0 44,037884673008385
68,0 1094,0 662,0 83,0 24,999999999999908
-7,0 1039,0 545,0 87,0 43,86644187911655
48,0 405,0 377,0 75,0 24,999999999999886
43,0 859,0 567,0 75,0 27,632344263492133
-14,0 224,0 701,0 132,0 53,31330661322691
123,0 1166,0 136,0 60,0 53,31330661322691
44,0 443,0 277,0 81,0 37,38831708779825
84,0 108,0 76,0 41,0 52,66141232157275
9,0 683,0 705,0 3,0 34,999978706471786
1,0 205,0 410,0 63,0 27,779418303346183
19,0 1288,0 559,0 73,0 35,000000064109805
-2,0 1491,0 193,0 32,0 53,244477764587856
106,0 1122,0 161,0 20,0 53,31330661322691
75,0 271,0 11,0 119,0 50,43594792048446
45,0 1354,0 260,0 90,0 48,29938569740974
-16,0 1247,0 144,0 105,0 53,31330661322691
34,0 1459,0 756,0 70,0 24,99998779734055
22,0 95,0 2,0 27,0 50,06795491728827
72,0 1033,0 798,0 94,0 24,999999999999908
109,0 898,0 646,0 104,0 24,999994523923448
93,0 1065,0 600,0 104,0 24,999999999999908
62,0 952,0 639,0 35,0 24,99999999999993
-13,0 1151,0 401,0 80,0 42,9444936243645
139,0 373,0 626,0 104,0 5,000154836115023
-12,0 211,0 362,0 78,0 53,31330661322691
51,0 130,0 602,0 33,0 12,616311298054846
21,0 1221,0 795,0 102,0 34,99999925230824
-3,0 1,0 220,0 27,0 52,761506883604895
42,0 1096,0 568,0 139,0 25,361206473375088
2,0 1494,0 648,0 104,0 34,99997570823638
34,0 463,0 679,0 116,0 5,000061568450327
15,0 1379,0 233,0 23,0 52,41550853028212
83,0 714,0 202,0 24,0 53,12656995248708
124,0 265,0 181,0 36,0 53,31300169716663
9,0 485,0 469,0 45,0 51,641061477533455
111,0 615,0 699,0 96,0 9,960706805400603
98,0 981,0 577,0 38,0 29,270341374751762
-13,0 495,0 112,0 122,0 53,31330661322691
133,0 1431,0 14,0 79,0 50,556263880531944
65,0 700,0 604,0 140,0 24,999999878095547
87,0 1114,0 79,0 127,0 52,73705341034214
-12,0 1111,0 745,0 62,0 53,31330661322691
78,0 1339,0 40,0 86,0 51,54033626901575
30,0 1139,0 178,0 125,0 53,31330661322691
133,0 1344,0 797,0 85,0 24,999999999999908
31,0 66,0 565,0 30,0 21,62195299436563
43,0 133,0 665,0 108,0 5,000116028062607
134,0 770,0 642,0 66,0 24,999982789941566
90,0 804,0 755,0 108,0 24,99999992981533
124,0 647,0 586,0 94,0 20,730936118824633
131,0 284,0 399,0 79,0 12,568320821354348
129,0 1110,0 229,0 50,0 52,528146868874295
115,0 345,0 750,0 9,0 23,135326950650217
-1,0 84,0 702,0 73,0 30,735394791407327
3,0 64,0 328,0 116,0 24,999991735653698
124,0 247,0 283,0 18,0 34,41202526066812
75,0 981,0 445,0 59,0 40,09204092129478
-8,0 718,0 84,0 63,0 53,09386240601527
83,0 775,0 749,0 113,0 24,99998347950478
129,0 102,0 243,0 89,0 52,112905587093564
-16,0 1244,0 583,0 28,0 53,31330661322691
51,0 354,0 240,0 124,0 52,206648817635674
19,0 58,0 533,0 10,0 30,780892775851687
-1,0 86,0 95,0 76,0 53,07669674352555
6,0 35,0 691,0 20,0 25,00001081369383
95,0 1397,0 424,0 85,0 34,99999999999981
127,0 936,0 467,0 10,0 53,16855661192773
-1,0 559,0 218,0 79,0 52,809228671497216
62,0 1426,0 777,0 107,0 24,999999999999908
-16,0 1432,0 404,0 0,0 53,31330661322691
33,0 690,0 389,0 51,0 45,68315932574179
40,0 968,0 307,0 104,0 35,0000292976743
55,0 1431,0 487,0 13,0 52,99111269553978
131,0 841,0 396,0 73,0 34,99999999999984
61,0 604,0 414,0 27,0 35,18140943316286
46,0 465,0 557,0 63,0 22,413484872611324
106,0 616,0 146,0 44,0 53,31330661322691
96,0 227,0 779,0 133,0 5,000405049973688
82,0 1415,0 664,0 60,0 24,999999999999908
91,0 331,0 177,0 27,0 53,31330661322691
18,0 1261,0 344,0 32,0 52,093879028550404
124,0 429,0 594,0 24,0 25,583279287975103
93,0 1290,0 683,0 41,0 24,999999999999908
-13,0 888,0 587,0 39,0 53,31330661322691
87,0 1499,0 618,0 118,0 24,999999999999908
118,0 181,0 265,0 15,0 43,36436319426752
140,0 1074,0 658,0 140,0 24,999999999999908
47,0 54,0 795,0 46,0 12,579757818353732
99,0 1307,0 327,0 91,0 35,00001981420926
82,0 1091,0 717,0 41,0 24,999999999999908
37,0 1454,0 198,0 54,0 53,18514585333477
56,0 1098,0 435,0 49,0 51,396593989393764
-6,0 893,0 301,0 22,0 52,555490336435945
14,0 202,0 179,0 139,0 53,31330661322691
90,0 66,0 303,0 68,0 15,007221523698945
53,0 564,0 511,0 52,0 31,000974749533555
3,0 705,0 588,0 25,0 37,16476264565105
7,0 1367,0 114,0 96,0 53,29833171467398
116,0 1261,0 779,0 110,0 24,999999999999908
-17,0 323,0 640,0 14,0 53,31330661322691
129,0 733,0 672,0 114,0 24,99998795189411
12,0 750,0 736,0 115,0 34,99997952003336
34,0 854,0 728,0 15,0 24,99998779734055
78,0 808,0 225,0 78,0 52,6354612817234
70,0 1117,0 733,0 24,0 24,999999999999908
137,0 338,0 516,0 44,0 28,053541796299722
123,0 1209,0 468,0 48,0 51,45858216030942
133,0 201,0 500,0 11,0 24,99998649712844
122,0 1288,0 88,0 107,0 52,942366702997234
92,0 998,0 793,0 135,0 25,00000008000183
108,0 111,0 548,0 135,0 9,938705471644369
39,0 1286,0 742,0 28,0 24,999990465739533
44,0 785,0 16,0 9,0 50,63571894241268
-13,0 1213,0 476,0 0,0 53,31330661322691
126,0 952,0 24,0 82,0 50,94788714524215
123,0 249,0 2,0 49,0 50,06795491728827
73,0 1274,0 660,0 13,0 24,999999999999908
55,0 1309,0 28,0 87,0 51,10020586991727
44,0 1337,0 673,0 66,0 24,9999939680095
51,0 769,0 113,0 30,0 53,29290392564938
22,0 764,0 632,0 54,0 35,000000081811905
35,0 751,0 746,0 111,0 24,999979602565634
61,0 1389,0 582,0 84,0 26,45857197403576
60,0 365,0 374,0 136,0 22,620013215260588
61,0 1381,0 422,0 83,0 34,999999999999844
7,0 590,0 439,0 49,0 51,396593989393764
-1,0 1271,0 529,0 19,0 45,96981815717305
73,0 846,0 131,0 52,0 53,31330661322691
3,0 1425,0 670,0 40,0 35,00000826434645
107,0 1433,0 382,0 78,0 34,99999999999967
16,0 615,0 115,0 117,0 53,302960447664105
37,0 683,0 572,0 43,0 34,839600126804186
17,0 475,0 644,0 83,0 24,999999999999968
138,0 1151,0 289,0 128,0 38,06570401081755
66,0 1429,0 331,0 23,0 51,83826633165856
61,0 1006,0 416,0 69,0 35,3059524891816
98,0 955,0 92,0 81,0 53,02208299761699
139,0 30,0 696,0 42,0 12,591666964285752
139,0 697,0 558,0 90,0 29,585165573548593
72,0 686,0 41,0 74,0 51,575784727674176
127,0 321,0 340,0 133,0 20,340748958469458
18,0 631,0 324,0 119,0 35,00002297819858
16,0 520,0 366,0 108,0 34,999999999999666
-17,0 1481,0 369,0 3,0 53,31330661322691
-10,0 1382,0 133,0 56,0 53,31330661322691
73,0 157,0 256,0 4,0 48,235112012377634
61,0 1082,0 212,0 119,0 52,942366702997234
78,0 828,0 347,0 138,0 35,00000054700053
113,0 1421,0 137,0 100,0 53,31330661322691
128,0 640,0 698,0 70,0 15,555577777777918
125,0 353,0 306,0 96,0 23,581172122365818
130,0 1456,0 725,0 5,0 24,999999999999908
40,0 1009,0 75,0 94,0 52,6354612817234
-16,0 90,0 494,0 60,0 53,31330661322691
12,0 1049,0 334,0 125,0 34,99997952003336
67,0 1363,0 286,0 80,0 39,00007534907246
12,0 1100,0 614,0 48,0 35,000006414742465
103,0 536,0 319,0 97,0 24,999977021801186
24,0 181,0 270,0 122,0 40,83941342732699
-4,0 7,0 272,0 53,0 47,882172698385645
59,0 1274,0 248,0 57,0 51,951498398736994
46,0 75,0 459,0 12,0 24,999998051498395
118,0 811,0 470,0 8,0 52,30689291643947
94,0 853,0 150,0 21,0 53,31330661322691
75,0 664,0 75,0 29,0 52,6354612817234
-4,0 1007,0 156,0 45,0 53,31330661322691
96,0 999,0 489,0 83,0 34,999999999999844
67,0 270,0 203,0 136,0 53,11049269389312
86,0 244,0 576,0 39,0 19,152386889937723
18,0 1087,0 575,0 18,0 37,269556604981496
120,0 1311,0 737,0 45,0 24,999999999999908
39,0 830,0 266,0 66,0 46,174144945452916
52,0 341,0 343,0 13,0 31,01581736274824
41,0 1200,0 693,0 102,0 24,999997520317322
-7,0 580,0 515,0 48,0 52,85532504609575
-5,0 1342,0 227,0 41,0 52,582494353506554
11,0 428,0 163,0 44,0 53,31330661322691
130,0 827,0 39,0 34,0 51,504678525290785
31,0 1006,0 137,0 108,0 53,31330661322691
86,0 1077,0 376,0 59,0 40,09204092129478
8,0 1459,0 44,0 0,0 51,680869268472904
98,0 88,0 521,0 105,0 11,100228258256847
41,0 667,0 43,0 64,0 51,64604608389135
35,0 809,0 716,0 114,0 25,000015938959617
90,0 208,0 547,0 13,0 21,11641406122629
65,0 692,0 703,0 13,0 24,99999986899238
122,0 458,0 661,0 21,0 24,99999999999994
42,0 53,0 70,0 9,0 52,50047147846389
16,0 434,0 534,0 139,0 29,999999999999535
64,0 224,0 735,0 53,0 11,69896731291109
47,0 827,0 701,0 0,0 25,000005314019138
-2,0 7,0 121,0 30,0 53,31330661322691
65,0 1433,0 94,0 79,0 53,05900638052184
80,0 810,0 338,0 121,0 34,99999999999987
135,0 916,0 555,0 49,0 32,88019477503737
-11,0 289,0 305,0 125,0 53,31330661322691
20,0 1415,0 103,0 101,0 53,19828570142356
76,0 772,0 273,0 129,0 43,660315440043966
127,0 337,0 143,0 104,0 53,31330661322691
125,0 353,0 581,0 14,0 26,527690169368846
17,0 135,0 183,0 30,0 53,30970645792609
76,0 207,0 580,0 134,0 9,673477891372226
108,0 26,0 299,0 105,0 14,389650705692425
117,0 1196,0 733,0 34,0 24,999999999999908
-15,0 740,0 657,0 88,0 53,31330661322691
30,0 276,0 649,0 8,0 12,5551197363201
95,0 553,0 114,0 129,0 53,29833171467398
96,0 1281,0 556,0 139,0 25,40122993482889
69,0 1125,0 746,0 133,0 24,999999999999908
31,0 1442,0 630,0 121,0 24,999961331935058
37,0 1325,0 23,0 47,0 50,90940957511375
114,0 1396,0 598,0 84,0 25,17544338205751
65,0 237,0 10,0 40,0 50,39561753787557
129,0 822,0 540,0 120,0 29,999999999999478
83,0 101,0 230,0 44,0 52,50047147846389
47,0 501,0 313,0 23,0 34,99997422641561
-2,0 709,0 324,0 110,0 39,708647334733584
9,0 968,0 689,0 41,0 34,999987055455456
42,0 1237,0 19,0 93,0 50,75393450168703
131,0 257,0 102,0 70,0 53,18514585333477
65,0 479,0 173,0 50,0 53,31330661322691
46,0 1293,0 398,0 118,0 35,00000006687527
132,0 454,0 788,0 115,0 5,000066746725498
23,0 1229,0 741,0 70,0 34,999997480637234
83,0 951,0 391,0 45,0 51,641061477533455
11,0 261,0 343,0 58,0 30,226924191509024
90,0 198,0 771,0 104,0 5,0000664399020796
71,0 436,0 614,0 50,0 24,999983231159337
107,0 217,0 273,0 32,0 39,355035642054936
11,0 115,0 470,0 84,0 24,99999420210763
0,0 1015,0 479,0 47,0 51,51999140040561
51,0 137,0 780,0 140,0 25,0
140,0 892,0 214,0 2,0 52,89972309529967
114,0 1488,0 214,0 32,0 52,89972309529967
42,0 402,0 713,0 88,0 5,000130756111428
139,0 125,0 589,0 42,0 16,52715308811397
124,0 901,0 37,0 43,0 51,43282319771416
2,0 1410,0 446,0 4,0 53,29373782619117
102,0 888,0 308,0 69,0 35,378400130224485
132,0 330,0 118,0 44,0 53,3117943922988
61,0 1092,0 660,0 18,0 24,999999999999908
-6,0 1060,0 766,0 118,0 52,555490336435945
69,0 648,0 408,0 69,0 28,349188735554204
82,0 1319,0 568,0 134,0 26,892047634322
118,0 977,0 53,0 68,0 51,98427932570578
-17,0 567,0 393,0 3,0 53,31330661322691
55,0 68,0 485,0 54,0 23,892326784245135
121,0 1144,0 780,0 27,0 24,999999999999908
58,0 364,0 626,0 80,0 5,000249999999997
-2,0 1173,0 570,0 10,0 43,25222260607808
44,0 603,0 445,0 121,0 25,136715929521458
108,0 669,0 439,0 126,0 30,349674037689528
14,0 314,0 633,0 89,0 18,082948530960774
131,0 1145,0 698,0 113,0 24,999999999999908
17,0 1428,0 579,0 18,0 36,88883095359861
14,0 1487,0 95,0 3,0 53,07669674352555
12,0 186,0 145,0 64,0 53,31330661322691
65,0 790,0 709,0 18,0 25,000014467624553
71,0 228,0 222,0 132,0 52,712214767860395
107,0 469,0 413,0 41,0 34,999989886736
111,0 1269,0 473,0 65,0 36,760927546405554
-16,0 1388,0 789,0 32,0 53,31330661322691
-12,0 1500,0 653,0 83,0 53,31330661322691
71,0 270,0 417,0 17,0 24,99997516422446
29,0 671,0 370,0 62,0 34,57047955401852
67,0 491,0 643,0 90,0 5,000100000000006
103,0 1223,0 299,0 132,0 35,30420657961838
-12,0 1159,0 47,0 130,0 53,31330661322691
40,0 683,0 771,0 40,0 25,000021293528
52,0 1192,0 107,0 45,0 53,244477764587856
33,0 561,0 417,0 54,0 32,74206361848168
52,0 1164,0 94,0 13,0 53,05900638052184
140,0 1483,0 108,0 117,0 53,25434822242512
88,0 1440,0 270,0 9,0 51,17533135509436
134,0 746,0 35,0 84,0 51,36016574519023
38,0 1319,0 251,0 39,0 51,85172592823309
72,0 985,0 439,0 20,0 52,893487163319996
139,0 973,0 678,0 84,0 24,99999931688763
-18,0 1022,0 51,0 80,0 53,31330661322691
28,0 766,0 174,0 95,0 53,31330661322691
41,0 300,0 357,0 0,0 24,999999878095547
57,0 380,0 345,0 108,0 24,548247543562365
21,0 758,0 16,0 35,0 50,63571894241268
-16,0 832,0 26,0 4,0 53,31330661322691
-8,0 57,0 156,0 134,0 53,31330661322691
67,0 739,0 271,0 101,0 44,38566658607656
97,0 1269,0 83,0 63,0 52,832483718334366
67,0 776,0 680,0 70,0 24,999999999999936
-5,0 804,0 251,0 140,0 52,206648817635674
98,0 1417,0 228,0 77,0 52,555490336435945
112,0 430,0 449,0 128,0 25,00000000000008
20,0 703,0 163,0 32,0 53,31330661322691
9,0 523,0 54,0 122,0 52,01681965093746
82,0 701,0 377,0 62,0 38,19339421824743
110,0 213,0 232,0 34,0 52,44414799351587
21,0 846,0 314,0 13,0 51,48321601073416
138,0 295,0 457,0 84,0 12,562326962470154
106,0 885,0 699,0 39,0 24,999996860501433
102,0 1115,0 361,0 16,0 52,403966712898836
76,0 1444,0 278,0 20,0 50,87075637732927
107,0 482,0 393,0 26,0 35,00000493181594
15,0 1235,0 127,0 131,0 53,31330661322691
11,0 515,0 755,0 56,0 31,52727272727223
69,0 1122,0 439,0 57,0 41,87104822521237
140,0 1357,0 152,0 127,0 53,31330661322691
98,0 1337,0 294,0 116,0 36,60202552243408
116,0 657,0 623,0 91,0 18,483645770542882
42,0 48,0 93,0 73,0 53,04080168776397
60,0 883,0 295,0 87,0 36,32335145644358
99,0 954,0 664,0 44,0 24,999997648909083
129,0 1334,0 412,0 82,0 34,99999999999988
126,0 1278,0 552,0 3,0 33,40426781152446
-15,0 699,0 638,0 59,0 53,31330661322691
82,0 216,0 332,0 47,0 24,999986015615967
6,0 156,0 331,0 79,0 24,999981547301882
101,0 99,0 391,0 52,0 24,487514153604604
135,0 235,0 573,0 138,0 9,975570446436297
61,0 233,0 15,0 140,0 50,59607538461577
2,0 429,0 709,0 137,0 25,000127999113364
100,0 74,0 55,0 130,0 52,04910640904622
44,0 376,0 375,0 42,0 33,8071995118974
39,0 1388,0 259,0 97,0 48,65382677059754
87,0 1360,0 417,0 3,0 53,15994991095309
35,0 1124,0 584,0 36,0 29,277694766136822
137,0 1456,0 520,0 93,0 32,30584410515689
125,0 392,0 448,0 59,0 29,222509708119475
4,0 465,0 766,0 91,0 24,999967936102596
67,0 1324,0 400,0 7,0 52,983175621491974
-15,0 468,0 676,0 125,0 53,31330661322691
116,0 1242,0 707,0 14,0 24,999999999999908
18,0 316,0 664,0 83,0 18,646414439137377
49,0 1091,0 699,0 4,0 24,99999924401095
43,0 269,0 46,0 98,0 51,74988185692212
28,0 1188,0 293,0 8,0 51,01675264270612
81,0 981,0 682,0 111,0 24,99999951891459
98,0 282,0 334,0 15,0 25,00002799338321
72,0 909,0 713,0 70,0 24,999997595555495
117,0 1140,0 743,0 66,0 24,999999999999908
-15,0 69,0 743,0 39,0 53,31330661322691
18,0 591,0 713,0 86,0 24,99998849902134
59,0 369,0 295,0 76,0 26,87977385200134
131,0 1001,0 524,0 93,0 31,82311054478166
75,0 625,0 284,0 81,0 33,96628724500471
31,0 1370,0 532,0 76,0 31,3352627790778
121,0 1118,0 286,0 87,0 39,00007534907246
111,0 119,0 247,0 111,0 51,98427932570578
111,0 1333,0 704,0 116,0 24,999999999999908
3,0 937,0 244,0 113,0 52,081136222338216
130,0 1298,0 67,0 130,0 52,41550853028212
127,0 1108,0 493,0 59,0 40,09204092129478
96,0 904,0 323,0 32,0 51,673929693795905
81,0 1368,0 148,0 65,0 53,31330661322691
115,0 1492,0 540,0 90,0 29,999999999999478
-8,0 154,0 796,0 52,0 53,09386240601527
30,0 742,0 556,0 79,0 30,7055039062424
38,0 566,0 148,0 51,0 53,31330661322691
24,0 1295,0 313,0 59,0 40,09204092129478
1,0 107,0 104,0 42,0 53,210803473176654
1,0 115,0 285,0 119,0 33,399675709333444
112,0 935,0 458,0 59,0 40,09204092129478
35,0 767,0 227,0 23,0 52,582494353506554
26,0 1391,0 335,0 27,0 51,91848172429339
-6,0 1169,0 342,0 56,0 47,714043261231865
2,0 413,0 584,0 139,0 29,999999999999535
129,0 1044,0 446,0 14,0 53,09386240601527
118,0 483,0 67,0 53,0 52,41550853028212
127,0 362,0 9,0 134,0 50,35510926118697
65,0 1385,0 770,0 87,0 24,999999999999908
-7,0 289,0 354,0 108,0 52,85532504609575
8,0 444,0 283,0 121,0 39,976334150209226
55,0 1042,0 241,0 113,0 52,17567336195998
137,0 363,0 15,0 121,0 50,59607538461577
-8,0 106,0 118,0 62,0 53,3117943922988
-5,0 862,0 45,0 103,0 52,206648817635674
96,0 1374,0 144,0 87,0 53,31330661322691
98,0 1054,0 653,0 37,0 24,999999999999908
-12,0 763,0 169,0 111,0 53,31330661322691
124,0 962,0 697,0 57,0 24,999998062516045
103,0 727,0 293,0 59,0 40,09204092129478
13,0 59,0 581,0 136,0 22,326981979320227
133,0 91,0 663,0 98,0 5,000086434908059
95,0 29,0 776,0 57,0 10,398499078062676
55,0 665,0 115,0 81,0 53,302960447664105
37,0 831,0 780,0 27,0 24,999999999999886
88,0 1472,0 176,0 42,0 53,31330661322691
127,0 1051,0 162,0 85,0 53,31330661322691
